ID,Form,Cost,Health,Damage,Range,KBCount,Speed,Cooldown,HasArea,Traits,Abilities
400,0,480,480,100,170,2,8,16,F,,Critical
400,1,480,480,100,170,2,8,16,F,,Critical
401,0,1125,1100,775,320,3,15,25,T,Alien,Freeze-Warp_Immune
401,1,3825,2600,1475,370,3,20,91.67,T,Alien,Barrier_Breaker-Freeze-Resistant-Warp_Immune
401,2,3825,3200,2000,370,3,20,91.67,T,Alien,Barrier_Breaker-Freeze-Resistant-Warp_Immune
402,0,375,450,330,160,3,9,30,T,,Eva_Killer-Multi_Hit
402,1,375,450,330,160,3,9,30,T,,Eva_Killer-Multi_Hit
402,2,375,900,495,160,3,9,30,T,Alien-Zombie,Eva_Killer-Multi_Hit-Resistant-Zombie_Killer
403,0,225,600,30,110,2,8,10,T,,
403,1,225,600,30,110,2,8,10,T,,
404,0,750,450,13,150,5,33,9.0,F,,Survive
404,1,750,450,13,150,5,33,9.0,F,,Survive
405,0,450,570,255,175,3,8,33.33,F,Dark,Eva_Killer-Massive_Damage
405,1,450,570,255,175,3,8,33.33,F,Dark,Eva_Killer-Massive_Damage
405,2,450,570,255,250,3,8,33.33,T,Dark,Eva_Killer-Massive_Damage
406,0,615,575,225,190,3,8,15.67,F,Angel,Massive_Damage-Resistant
406,1,615,575,225,190,3,8,15.67,F,Angel,Massive_Damage-Resistant
407,0,600,600,260,180,3,9,15.33,F,Red,Massive_Damage-Resistant
407,1,600,600,295,180,3,9,15.33,F,Red,Massive_Damage-Resistant
408,0,630,540,240,210,3,8,16.0,F,Floating,Massive_Damage-Resistant
408,1,630,540,160,210,3,8,16.0,F,Floating,Massive_Damage-Resistant
409,0,1170,1450,990,300,3,8,26.67,T,Angel,Eva_Killer-Weaken-Weaken_Immune
409,1,1170,1450,990,300,3,8,26.67,T,Angel,Eva_Killer-Weaken-Weaken_Immune
409,2,1170,1600,990,300,3,8,26.67,T,Angel,Dodge-Eva_Killer-Strong-Weaken-Weaken_Immune
410,0,1140,1560,780,315,2,10,28.33,T,Red,Eva_Killer-Slow_Immune-Strong
410,1,1140,1560,780,315,2,10,28.33,T,Red,Eva_Killer-Slow_Immune-Strong
410,2,1140,1720,880,315,2,10,28.33,T,Red,Eva_Killer-Knockback-Slow_Immune-Strong
411,0,1200,1480,660,325,4,9,30,T,Floating,Eva_Killer-Freeze_Immune-Strong
411,1,1200,1480,660,325,4,9,30,T,Floating,Eva_Killer-Freeze_Immune-Strong
412,0,4425,7500,2750,350,2,11,183.33,T,Angel-Floating,Eva_Killer-Resistant-Wave_Shield
412,1,4425,7500,2750,350,2,11,183.33,T,Angel-Floating,Eva_Killer-Resistant-Wave_Shield
413,0,4470,4600,920,460,4,8,166.67,T,Alien-Zombie,Barrier_Breaker-Eva_Killer-Strengthen-Strong-Zombie_Killer
413,1,4470,4600,920,460,4,8,166.67,T,Alien-Zombie,Barrier_Breaker-Eva_Killer-Strengthen-Strong-Zombie_Killer
413,2,4470,4600,920,460,4,8,166.67,T,Alien-Zombie,Barrier_Breaker-Eva_Killer-Mini_Surge-Strengthen-Strong-Survive-Zombie_Killer
414,0,4500,3900,2200,400,3,15,150,T,Red,Eva_Killer-Long_Distance-Massive_Damage
414,1,4500,3900,2200,400,3,15,150,T,Red,Eva_Killer-Long_Distance-Massive_Damage
414,2,4500,3900,2200,400,3,15,150,T,Red,Eva_Killer-Long_Distance-Massive_Damage-Strengthen
415,0,3000,5700,2250,240,2,9,66.67,T,Dark-Metal,Knockback-Wave
415,1,3000,5700,2250,240,2,9,66.67,T,Dark-Metal,Knockback-Wave
416,0,4875,2500,2500,450,4,7,146.67,T,Red-Zombie,Slow-Zombie_Killer
416,1,4875,2500,2500,450,4,7,146.67,T,Red-Zombie,Slow-Zombie_Killer
417,0,4650,5000,2100,425,5,4,183.33,T,Zombie,Freeze-Multi_Hit-Omnistrike-Strong-Zombie_Killer
417,1,4650,5000,2100,425,5,4,183.33,T,Zombie,Freeze-Multi_Hit-Omnistrike-Strong-Zombie_Killer
417,2,4650,5000,2310,425,5,4,183.33,T,Zombie,Freeze-Multi_Hit-Omnistrike-Strong-Zombie_Killer
418,0,148,1000,450,210,4,10,44.4,F,,Critical-Multi_Hit
418,1,148,1500,600,210,4,10,44.4,F,,Critical-Multi_Hit
419,0,675,450,160,375,3,9,17.67,F,,Multi_Hit
419,1,675,450,160,375,3,9,17.67,F,,Multi_Hit
420,0,540,800,110,175,2,7,14.67,F,Red,Resistant
420,1,540,800,110,175,2,7,14.67,F,Red,Resistant
421,0,555,420,50,300,3,8,20.0,F,Dark,Weaken
421,1,555,420,50,300,3,8,20.0,F,Dark,Weaken
422,0,600,425,175,375,3,10,26.67,T,,Long_Distance
422,1,600,425,175,375,3,10,26.67,T,,Long_Distance
423,0,480,480,80,260,4,16,24,F,Red,Weaken
423,1,480,480,80,260,4,16,24,F,Red,Weaken
424,0,540,400,100,310,3,8,25.33,F,Floating,Weaken
424,1,540,400,100,310,3,8,25.33,F,Floating,Weaken
425,0,450,300,36,300,3,9,40,F,,Critical
425,1,450,300,36,300,3,9,40,F,,Critical
426,0,3600,3200,400,190,2,23,93.33,T,,
426,1,3600,3200,400,190,2,23,93.33,T,,
426,2,3600,4000,500,190,2,23,93.33,T,Relic,Curse_Immune-Strong
427,0,3450,1400,1000,350,3,15,80,T,Dark-Floating-Red,Critical-Long_Distance-Weaken
427,1,3450,2100,1500,350,3,15,80,T,Dark-Floating-Red,Critical-Long_Distance-Weaken
427,2,3450,4200,1500,350,3,15,80,T,Dark-Floating-Red-Relic,Critical-Curse_Immune-Long_Distance-Weaken
427,3,3450,5000,1500,350,3,15,80,T,Dark-Floating-Red-Relic,Critical-Curse_Immune-Explosion-Long_Distance-Wave_Immune-Weaken
428,0,600,720,200,300,3,10,25.07,F,,Wave
428,1,600,720,200,300,3,10,25.07,F,,Wave
429,0,3750,200,400,1000,1,4,166.67,F,Non-Metal,Long_Distance-Weaken
429,1,3750,200,400,1000,1,4,166.67,T,Non-Metal,Long_Distance-Weaken
430,0,3450,8000,4000,190,1,9,80,T,Floating-Metal,Freeze-Resistant
430,1,3450,8000,4000,190,1,9,80,T,Floating-Metal,Freeze-Resistant
431,0,4410,2800,1800,360,6,15,106.67,T,Alien-Floating,Freeze-Wave
431,1,4410,2800,1800,360,6,15,106.67,T,Alien-Zombie,Freeze-Wave-Zombie_Killer
431,2,4410,2800,1800,360,6,15,106.67,T,Zombie,Freeze-Strong-Wave-Zombie_Killer
431,3,4410,3600,1800,360,6,19,106.67,T,Zombie,Freeze-Sage_Slayer-Strong-Wave-Wave_Immune-Zombie_Killer
432,0,150,200,10,140,2,9,12,F,Alien,Knockback
432,1,150,200,10,140,2,9,12,F,Alien,Knockback
433,0,150,200,10,140,2,9,12.0,F,Dark,Knockback
433,1,150,200,10,140,2,9,12.0,F,Dark,Knockback
434,0,150,350,10,110,1,8,10.0,F,Zombie,Resistant
434,1,150,350,10,110,1,8,10.0,F,Zombie,Resistant
