ID,Form,Cost,Health,Damage,Range,KBCount,Speed,Cooldown,HasArea,Traits,Abilities
600,0,1125,1000,600,300,3,10,26.67,T,Alien-Zombie,Curse-Long_Distance-Zombie_Killer
600,1,4350,2700,1650,550,3,14,140,T,Alien-Zombie,Curse-Long_Distance-Zombie_Killer
601,0,1170,1470,980,270,3,30,26.0,T,Floating-Red-Zombie,Knockback-Multi_Hit-Zombie_Killer
601,1,1170,1470,980,270,3,30,26.0,T,Floating-Red-Zombie,Knockback-Multi_Hit-Zombie_Killer
602,0,1140,1500,600,275,3,10,28,T,Metal,Critical-Knockback_Immune-Weaken
602,1,1140,1500,600,275,3,10,28,T,Metal,Critical-Knockback_Immune-Weaken
603,0,1350,1350,1014,260,3,11,32.0,T,Angel,Dodge-Knockback-Knockback_Immune-Multi_Hit-Slow
603,1,1350,1350,1014,260,3,11,32.0,T,Angel,Dodge-Knockback-Knockback_Immune-Multi_Hit-Slow
604,0,720,780,165,230,3,16,18,F,Floating,Massive_Damage-Multi_Hit-Slow
604,1,720,780,165,230,3,16,18,F,Floating,Dodge-Multi_Hit-Slow
605,0,630,1100,700,210,3,6,18.67,F,,Savage_Blow
605,1,630,1100,700,210,3,6,18.67,F,,Savage_Blow
606,0,600,555,480,225,3,10,20.0,F,,Money_Up
606,1,600,555,480,225,3,10,20.0,F,,Money_Up
607,0,4725,2100,870,400,3,12,140,T,Dark,Long_Distance-Massive_Damage-Multi_Hit-Surge
607,1,4725,2790,1140,400,3,12,140,T,Dark,Long_Distance-Massive_Damage-Multi_Hit-Surge
607,2,4725,2790,1140,400,3,12,140,T,Dark,Behemoth_Slayer-Long_Distance-Massive_Damage-Multi_Hit-Surge
608,0,450,20000,1,100,1,12,33.67,F,All,Curse_Immune-Freeze_Immune-Kamikaze-Knockback_Immune-Slow-Slow_Immune-Warp_Immune-Wave_Immune-Weaken_Immune
608,1,450,20000,1,100,1,20,33.67,F,All,Curse_Immune-Freeze_Immune-Kamikaze-Knockback_Immune-Slow-Slow_Immune-Warp_Immune-Wave_Immune-Weaken_Immune
609,0,5400,7000,2310,320,2,7,160,T,Traitless,Mini_Wave-Omnistrike-Resistant-Survive-Wave_Immune
609,1,5400,9000,2310,320,2,7,160,T,Traitless,Mini_Wave-Omnistrike-Resistant-Strengthen-Survive-Wave_Immune
610,0,150,250,2,110,1,8,8,T,Floating,Resistant
610,1,150,250,2,110,1,8,8,T,Floating,Resistant
610,2,150,300,2,110,1,8,8,T,Floating,Resistant-Toxic_Immune
611,0,1125,600,435,350,3,4,23.33,F,Dark,Strong
611,1,1125,600,435,350,3,4,23.33,F,Dark,Strong
612,0,4500,2250,1950,551,4,5,170,T,Angel-Red-Zombie,Curse_Immune-Mini_Wave-Weaken-Zombie_Killer
612,1,4500,3050,2550,551,4,5,170,T,Angel-Red-Zombie,Curse_Immune-Mini_Wave-Weaken-Zombie_Killer
613,0,1800,22222,777,400,1,20,61.33,T,Relic,Curse_Immune-Freeze-Freeze_Immune-Kamikaze-Knockback_Immune-Omnistrike-Slow_Immune-Surge-Surge_Immune-Warp_Immune-Wave_Immune-Weaken_Immune
613,1,1800,22222,1111,400,1,20,61.33,T,Relic,Curse_Immune-Freeze-Freeze_Immune-Kamikaze-Knockback_Immune-Omnistrike-Slow_Immune-Surge-Surge_Immune-Warp_Immune-Wave_Immune-Weaken_Immune
613,2,1800,22222,1111,400,1,30,61.33,T,Relic,Behemoth_Slayer-Colossus_Slayer-Curse_Immune-Freeze-Freeze_Immune-Kamikaze-Knockback-Knockback_Immune-Omnistrike-Slow_Immune-Surge-Surge_Immune-Warp_Immune-Wave_Immune-Weaken_Immune
614,0,600,450,250,280,3,8,16,T,Alien-Dark,Slow
614,1,4800,2500,2700,440,4,7,150,T,Alien-Dark,Slow
614,2,4800,2500,2700,440,4,7,150,T,Aku-Alien-Dark,Shield_Pierce-Slow
615,0,540,600,120,140,2,7,13.67,F,Dark-Red,Freeze_Immune-Strong
615,1,540,750,150,140,2,7,13.67,F,Dark-Red,Freeze_Immune-Strong
616,0,540,600,120,140,3,15,13.67,F,Alien-Floating,Slow_Immune-Strong
616,1,540,750,150,140,3,15,13.67,F,Alien-Floating,Slow_Immune-Strong
617,0,3600,1850,1260,470,3,20,93.33,T,Aku,Long_Distance-Shield_Pierce-Slow-Surge_Immune
617,1,3600,2150,1660,470,3,20,93.33,T,Aku,Long_Distance-Shield_Pierce-Slow-Surge_Immune
617,2,3600,2450,1660,470,3,20,93.33,T,Aku,Knockback-Long_Distance-Shield_Pierce-Slow-Surge_Immune
618,0,4800,2600,1950,420,3,10,146.67,T,Aku-Dark,Massive_Damage-Multi_Hit-Surge_Immune
618,1,4800,3200,2940,420,3,10,146.67,T,Aku-Dark,Massive_Damage-Multi_Hit-Surge_Immune
618,2,4800,3800,2940,420,3,10,146.67,T,Aku-Dark,Massive_Damage-Multi_Hit-Surge_Immune
619,0,3900,2100,1150,350,3,11,93.33,T,Aku-Angel,Shield_Pierce-Strong
619,1,3900,2500,1450,350,3,11,93.33,T,Aku-Angel,Shield_Pierce-Strong
619,2,3900,3800,1450,350,3,11,93.33,T,Aku-Angel,Shield_Pierce-Strong-Surge
620,0,5400,3800,1830,440,3,12,150,T,Aku-Red,Knockback-Resistant-Shield_Pierce
620,1,5400,4500,2330,440,3,12,150,T,Aku-Red,Knockback-Resistant-Shield_Pierce
620,2,5400,5000,2900,455,3,12,150,T,Aku-Red,Knockback-Resistant-Shield_Pierce
621,0,540,200,38,400,100,10,28,F,,Critical-Shield_Pierce
621,1,540,400,52,400,100,10,28,F,,Critical-Shield_Pierce
621,2,540,600,52,400,100,33,28,F,,Critical-Shield_Pierce
622,0,4200,2600,1080,360,2,6,123.33,T,Traitless,Curse_Immune-Multi_Hit-Strong-Surge-Surge_Immune
622,1,4200,3100,1440,360,2,6,123.33,T,Traitless,Curse_Immune-Knockback-Multi_Hit-Strong-Surge-Surge_Immune
623,0,510,300,75,320,2,7,20.67,F,Aku,Shield_Pierce-Weaken
623,1,510,360,125,320,2,7,20.67,F,Aku,Shield_Pierce-Weaken
623,2,510,770,125,320,2,12,20.67,F,Aku,Mini_Wave-Shield_Pierce-Weaken
624,0,2850,5400,1080,200,3,20,60,T,,Multi_Hit
624,1,2850,1800,750,500,3,30,100,T,,Long_Distance
625,0,4500,500,150,140,5,4,33.33,F,,
625,1,4500,1200,1200,700,1,4,333.33,T,,Barrier_Breaker-Shield_Pierce
